week5_electrochemical_rank,material_id,formula,original_rank,original_overall_score,original_screening_status,mp_electrode_record_count,database_match_type,electrochemical_rating,electrochemical_score,electrochemical_score_raw,electrochemical_data_completeness,battery_type_formula,battery_formula_formula,electrode_material_ids,framework_formula,framework_formula_formula,formula_charge_formula,formula_discharge_formula,charged_material_id_formula,discharged_material_id_formula,average_voltage_V_formula,capacity_grav_mAh_g_formula,capacity_vol_mAh_cc_formula,energy_grav_Wh_kg_formula,energy_vol_Wh_L_formula,li_fraction_charge_formula,li_fraction_discharge_formula,li_fraction_change,num_voltage_steps_formula,max_voltage_step_V_formula,max_volume_change_percent_formula,stability_charge_eV_atom_formula,stability_discharge_eV_atom_formula,voltage_score,capacity_score,energy_score,volume_change_score,stability_score,voltage_steps_score,normalized_formula,reference_chemistry,benchmark_category,score_minus_reference_median,battery_id_queried,exact_record_found,exact_record_count,validation_error,previous_database_match_type,previous_electrochemical_score,evidence_class,exact_electrochemical_score,score_delta_vs_formula_search,exact_data_completeness,battery_type_exact,battery_formula_exact,framework_exact,framework_formula_exact,formula_charge_exact,formula_discharge_exact,charged_material_id_exact,discharged_material_id_exact,average_voltage_V_exact,capacity_grav_mAh_g_exact,capacity_vol_mAh_cc_exact,energy_grav_Wh_kg_exact,energy_vol_Wh_L_exact,li_fraction_charge_exact,li_fraction_discharge_exact,num_voltage_steps_exact,max_voltage_step_V_exact,max_volume_change_percent_exact,stability_charge_eV_atom_exact,stability_discharge_eV_atom_exact,original_pipeline_percentile,final_electrochemical_score,electrochemical_score_source,evidence_strength_score,final_selection_score,final_benchmark_category,discovery_priority_score,selection_tier,recommended_action,final_selection_rank,discovery_review_rank
6,mp-25410,LiMnPO4F,58,,PROMISING,4,FORMULA_FAMILY_MATCH,HIGH_PRIORITY,97.51308163571537,97.51308163571537,1.0,insertion,Li0-2MnPO4F,mp-aaabxacc;mp-aaabrfvz;mp-aaabrfvs;mp-aaabrfgb;mp-aaabrfwm;mp-aaabrxxe,"{'Mn': 1.0, 'P': 1.0, 'O': 4.0, 'F': 1.0}",MnPO4F,MnPO4F,Li2MnPO4F,mp-aaabxacc,mp-aaabrxxe,4.12730612708333,293.2491818448629,916.449799263318,1210.3291449904764,3782.4688716637806,0.0,0.222222222222222,0.222222222222222,3.0,0.686064728749997,0.109954364159522,0.035307653035705,0.029435256527779,100.0,100.0,100.0,100.0,93.815408178577,75.0,LiMnPO4F,,ABOVE_REFERENCE_MEDIAN,2.0071240080596056,mp-25410_Li,True,1,,FORMULA_FAMILY_MATCH,97.51308163571537,EXACT_ELECTRODE_MATCH,96.7541947666665,-0.7588868690488653,1.0,insertion,Li0-2MnPO4F,"{'Mn': 1.0, 'P': 1.0, 'O': 4.0, 'F': 1.0}",MnPO4F,MnPO4F,Li2MnPO4F,mp-aaaablpy,mp-aaaablot,4.036170075833337,293.2491818448629,892.9382746688424,1183.6035725248444,3604.050743784631,0.0,0.222222222222222,2.0,1.387800134999992,0.176185380708578,0.032985650357135,0.047881710277779,69.10112359550563,96.7541947666665,EXACT_STRUCTURE,100.0,91.71045131743435,ABOVE_REFERENCE_MEDIAN,,TIER_1_EXACT_COMPETITIVE,ADVANCE_TO_DETAILED_REVIEW,6,
10,mp-754656,LiMnO2,134,,PROMISING,15,FORMULA_FAMILY_MATCH,HIGH_PRIORITY,96.1857208966666,96.1857208966666,1.0,insertion,Li0-1MnO2,mp-aaaablpw;mp-aaabthqj;mp-aaabrekv;mp-aaabrupy;mp-aaabqxpa;mp-aaabrdso;mp-aaachmrx;mp-aaabqyjg;mp-aaaablnx,"{'Mn': 1.0, 'O': 2.0}",MnO2,MnO2,LiMnO2,mp-aaaablpw,mp-aaabqyjg,3.263265778333331,285.49314425958426,1153.082326352794,931.6400076110824,3762.81409518806,0.0,0.25,0.25,2.0,0.263632860000001,0.249957871725363,0.013758580833332,0.0,83.42860448333319,100.0,100.0,100.0,100.0,90.0,LiMnO2,,ABOVE_REFERENCE_MEDIAN,0.6797632690108344,mp-754656_Li,True,1,,FORMULA_FAMILY_MATCH,96.1857208966666,EXACT_ELECTRODE_MATCH,96.1857208966666,1.4210854715202004e-14,1.0,insertion,Li0-1MnO2,"{'Mn': 1.0, 'O': 2.0}",MnO2,MnO2,LiMnO2,mp-aaaablpw,mp-aaabqyjg,3.263265778333331,285.49314425958426,1153.082326352794,931.6400076110824,3762.81409518806,0.0,0.25,2.0,0.263632860000001,0.249957871725363,0.013758580833332,0.0,35.39325842696629,96.1857208966666,EXACT_STRUCTURE,100.0,84.59937026822655,ABOVE_REFERENCE_MEDIAN,,TIER_1_EXACT_COMPETITIVE,ADVANCE_TO_DETAILED_REVIEW,21,
4,mp-1177382,Li4MnCo5O12,279,,PROMISING,1,FORMULA_FAMILY_MATCH,HIGH_PRIORITY,98.82917138229767,98.82917138229767,1.0,insertion,Li0-4MnCo5O12,mp-aaabqzui;mp-aaacozry,"{'Mn': 1.0, 'Co': 5.0, 'O': 12.0}",MnCo5O12,MnCo5O12,Li4MnCo5O12,mp-aaabqzui,mp-aaacozry,4.214901258333339,188.29171382297707,827.8166685368113,793.630981526207,3489.165517885119,0.0,0.181818181818181,0.181818181818181,1.0,0.0,0.07944834538294,0.020779569583334,0.0,100.0,94.14585691148854,100.0,100.0,100.0,100.0,Li4MnCo5O12,,ABOVE_REFERENCE_MEDIAN,3.3232137546419125,mp-1177382_Li,True,1,,FORMULA_FAMILY_MATCH,98.82917138229767,EXACT_ELECTRODE_MATCH,98.82917138229767,1.4210854715202004e-14,1.0,insertion,Li0-4MnCo5O12,"{'Mn': 1.0, 'Co': 5.0, 'O': 12.0}",MnCo5O12,MnCo5O12,Li4MnCo5O12,mp-aaabqzui,mp-aaacozry,4.214901258333339,188.29171382297707,827.8166685368113,793.630981526207,3489.165517885119,0.0,0.181818181818181,1.0,0.0,0.07944834538294,0.020779569583334,0.0,6.17977528089888,98.82917138229767,EXACT_STRUCTURE,100.0,80.47491645467326,ABOVE_REFERENCE_MEDIAN,,TIER_1_EXACT_COMPETITIVE,ADVANCE_TO_DETAILED_REVIEW,30,
14,mp-25448,LiCrPO4F,27,,PROMISING,3,FORMULA_FAMILY_MATCH,HIGH_PRIORITY,94.71060048238104,94.71060048238104,1.0,insertion,Li0-2CrPO4F,mp-aaabqyzj;mp-aaaablqu;mp-aaabrfgg;mp-aaaablop;mp-aaacotep;mp-aaabqvnb,"{'Cr': 1.0, 'P': 1.0, 'O': 4.0, 'F': 1.0}",CrPO4F,CrPO4F,Li2CrPO4F,mp-aaabqyzj,mp-aaaablop,3.376453978333335,298.0461415603602,881.2607797091555,1006.3390803983784,2975.536465598115,0.0,0.222222222222222,0.222222222222222,3.0,2.810756439999991,0.186188185050811,0.044247960119047,0.040913482430544,91.35177848333343,100.0,100.0,100.0,88.4512239285718,75.0,LiCrPO4F,,BELOW_REFERENCE_MEDIAN,-0.7953571452747212,mp-25448_Li,True,1,,FORMULA_FAMILY_MATCH,94.71060048238104,EXACT_ELECTRODE_MATCH,94.71060048238104,-1.4210854715202004e-14,1.0,insertion,Li0-2CrPO4F,"{'Cr': 1.0, 'P': 1.0, 'O': 4.0, 'F': 1.0}",CrPO4F,CrPO4F,Li2CrPO4F,mp-aaabqyzj,mp-aaaablop,3.376453978333335,298.0461415603602,881.2607797091555,1006.3390803983784,2975.536465598115,0.0,0.222222222222222,3.0,2.810756439999991,0.186188185050811,0.044247960119047,0.040913482430544,86.51685393258427,94.71060048238104,EXACT_STRUCTURE,100.0,93.86526110006453,WITHIN_REFERENCE_RANGE,,TIER_2_EXACT_REFERENCE_RANGE,ADVANCE_TO_DETAILED_REVIEW,1,
11,mp-850951,Li3MnV(P2O7)2,37,,PROMISING,1,FORMULA_FAMILY_MATCH,HIGH_PRIORITY,95.27619008312632,95.27619008312632,1.0,insertion,Li0-3MnV(P2O7)2,mp-aaabsbax;mp-aaabrfdg;mp-aaabrmwk;mp-aaabrmxd;mp-aaabrici;mp-aaabrmxk;mp-aaacoyol;mp-aaabrmxg;mp-aaacoypu;mp-aaabrnco;mp-aaabwkul;mp-aaabwkux,"{'Mn': 1.0, 'V': 1.0, 'P': 4.0, 'O': 14.0}",MnV(P2O7)2,MnV(P2O7)2,Li3MnV(P2O7)2,mp-aaabsbax,mp-aaabwkux,4.033616751666665,169.41903570925112,470.9736895784279,683.3714604880482,1899.7273638778029,0.0,0.130434782608695,0.130434782608695,3.0,0.657051365000029,0.071997385774961,0.009545055541681,0.0,100.0,84.70951785462556,97.92143256100604,100.0,100.0,75.0,Li3MnV(P2O7)2,,BELOW_REFERENCE_MEDIAN,-0.2297675445294373,mp-850951_Li,True,1,,FORMULA_FAMILY_MATCH,95.27619008312632,EXACT_ELECTRODE_MATCH,95.27619008312632,-1.4210854715202004e-14,1.0,insertion,Li0-3MnV(P2O7)2,"{'Mn': 1.0, 'V': 1.0, 'P': 4.0, 'O': 14.0}",MnV(P2O7)2,MnV(P2O7)2,Li3MnV(P2O7)2,mp-aaabsbax,mp-aaabwkux,4.033616751666665,169.41903570925112,470.9736895784279,683.3714604880482,1899.7273638778029,0.0,0.130434782608695,3.0,0.657051365000029,0.071997385774961,0.009545055541681,0.0,80.89887640449437,95.27619008312632,EXACT_STRUCTURE,100.0,93.10929883493098,WITHIN_REFERENCE_RANGE,,TIER_2_EXACT_REFERENCE_RANGE,ADVANCE_TO_DETAILED_REVIEW,2,
20,mp-849522,Li8V3P8O29,30,,PROMISING,1,FORMULA_FAMILY_MATCH,HIGH_PRIORITY,93.66311749236176,93.66311749236176,1.0,insertion,Li3-9V3P8O29,mp-aaacozzq;mp-aaabrgln;mp-aaabrnrk;mp-aaabxdet;mp-aaabwitx;mp-aaabreul;mp-aaabrfwn;mp-aaabxdep;mp-aaabrhrw;mp-aaabrhuu;mp-aaabrgkr;mp-aaabrcoh;mp-aaabrcti;mp-aaabsksh;mp-aaabrojw;mp-aaabxdfo;mp-aaabrnqt;mp-aaacozwl;mp-aaabskzl;mp-aaabrhud;mp-aaabrgeh;mp-aaabwirb;mp-aaabrnrm;mp-aaabxdfp;mp-aaabrhto;mp-aaabrhtn;mp-aaabrdof;mp-aaabrhtr;mp-aaabodjm;mp-aaabxdfd;mp-aaabrfjw;mp-aaabrhsb;mp-aaabvhrj;mp-aaabrhuj;mp-aaabrfkk;mp-aaacpabq;mp-aaabrhsn;mp-aaabwzvs;mp-aaabxdfg;mp-aaabroeb;mp-aaabrcqo;mp-aaabrhsf;mp-aaabrcpm;mp-aaacpaag;mp-aaabxdfm;mp-aaabxdee;mp-aaabrhrn;mp-aaacozxm;mp-aaabrevv;mp-aaacozwb;mp-aaabrgsj;mp-aaabxdef;mp-aaabrnrl;mp-aaabroeq;mp-aaabxdfl;mp-aaabrmhg;mp-aaabrflt;mp-aaabrgjv;mp-aaabwjkg;mp-aaabrhsg;mp-aaabxdfq;mp-aaacpadg;mp-aaabrhti;mp-aaabvhre;mp-aaabrogt;mp-aaabrnqv;mp-aaabrojr;mp-aaabrcib;mp-aaabrctt;mp-aaacozxs;mp-aaabrohb;mp-aaabrfqd;mp-aaabrels;mp-aaabrgjx;mp-aaabxdex;mp-aaabrogr;mp-aaabrhsa;mp-aaacozya;mp-aaabrhtg;mp-aaabrdee;mp-aaabrftc;mp-aaabxdek;mp-aaabrdja;mp-aaabrcsb;mp-aaabrhth;mp-aaabrnqw;mp-aaacozwu;mp-aaabvhri;mp-aaacozyk;mp-aaabrhkk;mp-aaabrohm;mp-aaacozkn;mp-aaacozlj;mp-aaacozsq;mp-aaabrnqq;mp-aaacozly;mp-aaabwlgn;mp-aaacozlg;mp-aaabrexi;mp-aaabrnqr;mp-aaabskvc;mp-aaabrogh;mp-aaabrogi;mp-aaabwinr;mp-aaabwlgq;mp-aaabroho;mp-aaabwljq;mp-aaabrnrr;mp-aaabwlgh;mp-aaabrnqs;mp-aaabrdxm;mp-aaacozrz;mp-aaacozkh;mp-aaacozkz;mp-aaabrohq;mp-aaacozki;mp-aaabrouk;mp-aaacozmb;mp-aaacozom;mp-aaabwlgp;mp-aaabrdnp;mp-aaabrgrm;mp-aaacozlm;mp-aaabrgld;mp-aaabrofj;mp-aaacozqu;mp-aaacozln;mp-aaabrnru;mp-aaabrfse;mp-aaabwlbe;mp-aaabrohn;mp-aaacozli;mp-aaacozqd;mp-aaabwlgo;mp-aaabsdal;mp-aaacozkp;mp-aaabrfni;mp-aaabrgde;mp-aaacozpd;mp-aaacozkv;mp-aaacozlu;mp-aaacozsj;mp-aaabrohd;mp-aaabrogu;mp-aaabscsj;mp-aaabrogy;mp-aaacozks;mp-aaacozkw;mp-aaabrgte;mp-aaacozkq;mp-aaacozla;mp-aaabrglb;mp-aaacozlo;mp-aaabrgno;mp-aaabrfwz;mp-aaacozlk;mp-aaabrgpk;mp-aaacozpo;mp-aaacozsd;mp-aaabxdey;mp-aaacozlc;mp-aaabrojn;mp-aaabwjkf;mp-aaabrnst;mp-aaabwlbd;mp-aaabsafp;mp-aaabrnrt;mp-aaacozko;mp-aaacozlq;mp-aaabwjle;mp-aaacozky;mp-aaabrnsb;mp-aaacozlb;mp-aaacozld;mp-aaabsjec;mp-aaacozck;mp-aaabwknw;mp-aaabsjbn;mp-aaabrzvs;mp-aaacozkk;mp-aaabrnsv;mp-aaacozfn;mp-aaacozic;mp-aaabsada;mp-aaabsajc;mp-aaacozgf;mp-aaabrnwc;mp-aaabwjkj;mp-aaabrfsk;mp-aaacozfh;mp-aaabrnzz;mp-aaacozfv;mp-aaacozjt;mp-aaacozke;mp-aaabrfyr;mp-aaacozgt;mp-aaabrgnv;mp-aaabrzok;mp-aaacozig;mp-aaabrfhf;mp-aaabrhkt;mp-aaabrnzn;mp-aaacozff;mp-aaacozfq;mp-aaabrfxq;mp-aaabrnuh;mp-aaacozfs;mp-aaacozlp;mp-aaacozkf;mp-aaabrnwu;mp-aaabrnuk;mp-aaacozgu;mp-aaabrnue;mp-aaacozfa;mp-aaabrzpz;mp-aaacozfk;mp-aaabrfbb;mp-aaabrgdd;mp-aaabrzqy;mp-aaabrepc;mp-aaacozjp;mp-aaabrnyq;mp-aaabrnyr;mp-aaabrggo;mp-aaabwjkh;mp-aaabsaih;mp-aaabrggp;mp-aaabrzql;mp-aaabrnxb;mp-aaacozju;mp-aaabrgjn;mp-aaabsait;mp-aaabwlae;mp-aaabrnyt;mp-aaacozgv;mp-aaacozgq;mp-aaabrgeq;mp-aaacozmw;mp-aaabrzcj;mp-aaabsaff;mp-aaabreen;mp-aaacozgo;mp-aaabrgjs;mp-aaabrnum;mp-aaacozmu;mp-aaabrnwj;mp-aaabrnxe;mp-aaabrnui;mp-aaabrfpk;mp-aaacozgi;mp-aaabrgak;mp-aaacozfm;mp-aaacozft;mp-aaacozmk;mp-aaabsdak;mp-aaabsafg;mp-aaabrffu;mp-aaacozfj;mp-aaacozgb;mp-aaabrgnu;mp-aaacozev;mp-aaabryfr;mp-aaacozde;mp-aaabrydi;mp-aaabrglo;mp-aaacoyzs;mp-aaacozep;mp-aaacozfz;mp-aaabrydw;mp-aaacozaw;mp-aaabrcdt;mp-aaabrcph;mp-aaabrfxj;mp-aaabrcdp;mp-aaabsbjt;mp-aaabrzlj;mp-aaacoyzz;mp-aaabryof;mp-aaabrzbp;mp-aaabryei;mp-aaabrxtz;mp-aaacoyzq;mp-aaacozaj;mp-aaabsanc;mp-aaabryeq;mp-aaacozaq;mp-aaacozao;mp-aaacoyzo;mp-aaabrcts;mp-aaabrctr;mp-aaacozbc;mp-aaacoyzg;mp-aaacozaa;mp-aaacoyzk;mp-aaabrydl;mp-aaabrgon;mp-aaabrddi;mp-aaabryhw;mp-aaacozbf;mp-aaabrgle;mp-aaacozaf;mp-aaabrcqa;mp-aaacoyzp;mp-aaabrxvm;mp-aaacozbg;mp-aaabryjb;mp-aaabryze;mp-aaacozag;mp-aaacoyzx;mp-aaabrzbz;mp-aaacozat;mp-aaacozhc;mp-aaabrybi;mp-aaacozhn;mp-aaacozfw;mp-aaacozal;mp-aaabcsct;mp-aaabrgjm;mp-aaacozan;mp-aaacoyzw;mp-aaabrgmy;mp-aaabryjn;mp-aaacozam;mp-aaabryza;mp-aaacozba;mp-aaacozab;mp-aaacozae;mp-aaabrzah;mp-aaabrcku;mp-aaabrzlh;mp-aaacozdp;mp-aaacoyzn;mp-aaabryvt;mp-aaacoyzy;mp-aaabrccm;mp-aaabrgqt;mp-aaabrydf;mp-aaacoyzt;mp-aaacozak;mp-aaacozhi;mp-aaacozad;mp-aaabrcsd;mp-aaabsanl;mp-aaacozac;mp-aaacozbb;mp-aaabrzmf;mp-aaabrypz;mp-aaacoyzm;mp-aaabrcoz;mp-aaacozah;mp-aaabrcma;mp-aaabrcqb;mp-aaabrcwq;mp-aaacoyxh;mp-aaabrgpj;mp-aaacozce;mp-aaabrhld;mp-aaacoyxm;mp-aaabrctx;mp-aaabrcvx;mp-aaacoyyo;mp-aaacoyyr;mp-aaabrcuo;mp-aaacoyzh;mp-aaacoyxx;mp-aaacoyyf;mp-aaabrcka;mp-aaacoyyg;mp-aaacoyxl;mp-aaabrhyd;mp-aaabwkjz;mp-aaabrcjt;mp-aaacoyyi;mp-aaabrcvn;mp-aaacoyxo;mp-aaacozaz;mp-aaacoyxz;mp-aaacoyyj;mp-aaacozes;mp-aaacoyxt;mp-aaabwklq;mp-aaabrcws;mp-aaacoyyc;mp-aaacoyyh;mp-aaacoyya;mp-aaacoyyb;mp-aaabrcfn;mp-aaabrcqu;mp-aaacpaxc;mp-aaabwiry;mp-aaabrczo;mp-aaabrcoo;mp-aaabyfhj;mp-aaabrcgh;mp-aaacoywo;mp-aaabrddr;mp-aaaabnyz,"{'V': 3.0, 'P': 8.0, 'O': 29.0}",V3P8O29,Li3V3P8O29,Li9V3P8O29,mp-aaacozzq,mp-aaaabnyz,4.142220825833329,173.45998329571643,457.1765310072272,718.5095552562179,1893.7261478203727,0.069767441860465,0.183673469387755,0.11390602752729,4.0,1.355679447499994,0.038529336063413,0.039024006976749,0.000163768248295,100.0,86.72999164785821,100.0,100.0,91.5855958139506,60.0,Li8V3P8O29,,BELOW_REFERENCE_MEDIAN,-1.8428401352939967,mp-849522_Li,True,1,,FORMULA_FAMILY_MATCH,93.66311749236176,EXACT_ELECTRODE_MATCH,93.66311749236176,-1.4210854715202004e-14,1.0,insertion,Li3-9V3P8O29,"{'V': 3.0, 'P': 8.0, 'O': 29.0}",V3P8O29,Li3V3P8O29,Li9V3P8O29,mp-aaacozzq,mp-aaaabnyz,4.142220825833329,173.45998329571643,457.1765310072272,718.5095552562179,1893.7261478203727,0.069767441860465,0.183673469387755,4.0,1.355679447499994,0.038529336063413,0.039024006976749,0.000163768248295,84.8314606741573,93.66311749236176,EXACT_STRUCTURE,100.0,92.8473185048666,WITHIN_REFERENCE_RANGE,,TIER_2_EXACT_REFERENCE_RANGE,ADVANCE_TO_DETAILED_REVIEW,3,
12,mp-850939,Li2MnV(P2O7)2,46,,PROMISING,1,FORMULA_FAMILY_MATCH,HIGH_PRIORITY,95.27619008312632,95.27619008312632,1.0,insertion,Li0-3MnV(P2O7)2,mp-aaabsbax;mp-aaabrfdg;mp-aaabrmwk;mp-aaabrmxd;mp-aaabrici;mp-aaabrmxk;mp-aaacoyol;mp-aaabrmxg;mp-aaacoypu;mp-aaabrnco;mp-aaabwkul;mp-aaabwkux,"{'Mn': 1.0, 'V': 1.0, 'P': 4.0, 'O': 14.0}",MnV(P2O7)2,MnV(P2O7)2,Li3MnV(P2O7)2,mp-aaabsbax,mp-aaabwkux,4.033616751666665,169.41903570925112,470.9736895784279,683.3714604880482,1899.7273638778029,0.0,0.130434782608695,0.130434782608695,3.0,0.657051365000029,0.071997385774961,0.009545055541681,0.0,100.0,84.70951785462556,97.92143256100604,100.0,100.0,75.0,Li2MnV(P2O7)2,,BELOW_REFERENCE_MEDIAN,-0.2297675445294373,mp-850939_Li,True,1,,FORMULA_FAMILY_MATCH,95.27619008312632,EXACT_ELECTRODE_MATCH,95.27619008312632,-1.4210854715202004e-14,1.0,insertion,Li0-3MnV(P2O7)2,"{'Mn': 1.0, 'V': 1.0, 'P': 4.0, 'O': 14.0}",MnV(P2O7)2,MnV(P2O7)2,Li3MnV(P2O7)2,mp-aaabsbax,mp-aaabwkux,4.033616751666665,169.41903570925112,470.9736895784279,683.3714604880482,1899.7273638778029,0.0,0.130434782608695,3.0,0.657051365000029,0.071997385774961,0.009545055541681,0.0,75.84269662921348,95.27619008312632,EXACT_STRUCTURE,100.0,92.0980628798748,WITHIN_REFERENCE_RANGE,,TIER_2_EXACT_REFERENCE_RANGE,ADVANCE_TO_DETAILED_REVIEW,4,
21,mp-26963,LiVPO5,45,,PROMISING,10,FORMULA_FAMILY_MATCH,HIGH_PRIORITY,93.57905866063516,93.57905866063516,1.0,insertion,Li0-1VPO5,mp-aaaabljt;mp-aaaabnxb,"{'V': 1.0, 'P': 1.0, 'O': 5.0}",VPO5,VPO5,LiVPO5,mp-aaaabljt,mp-aaaabnxb,3.832105108333334,158.72646360461718,507.3445668831778,608.2564920069386,1944.197706438189,0.0,0.125,0.125,1.0,0.0,0.005146724943774,0.0,0.0,100.0,79.36323180230859,88.53206150086733,100.0,100.0,100.0,LiVPO5,,BELOW_REFERENCE_MEDIAN,-1.9268989670206051,mp-26963_Li,True,1,,FORMULA_FAMILY_MATCH,93.57905866063516,EXACT_ELECTRODE_MATCH,93.57905866063516,1.4210854715202004e-14,1.0,insertion,Li0-1VPO5,"{'V': 1.0, 'P': 1.0, 'O': 5.0}",VPO5,VPO5,LiVPO5,mp-aaaabljt,mp-aaaabnxb,3.832105108333334,158.72646360461718,507.3445668831778,608.2564920069386,1944.197706438189,0.0,0.125,1.0,0.0,0.005146724943774,0.0,0.0,76.40449438202246,93.57905866063516,EXACT_STRUCTURE,100.0,91.10728700581734,WITHIN_REFERENCE_RANGE,,TIER_2_EXACT_REFERENCE_RANGE,ADVANCE_TO_DETAILED_REVIEW,8,
13,mp-759232,LiMnV(P2O7)2,64,,PROMISING,1,FORMULA_FAMILY_MATCH,HIGH_PRIORITY,95.27619008312632,95.27619008312632,1.0,insertion,Li0-3MnV(P2O7)2,mp-aaabsbax;mp-aaabrfdg;mp-aaabrmwk;mp-aaabrmxd;mp-aaabrici;mp-aaabrmxk;mp-aaacoyol;mp-aaabrmxg;mp-aaacoypu;mp-aaabrnco;mp-aaabwkul;mp-aaabwkux,"{'Mn': 1.0, 'V': 1.0, 'P': 4.0, 'O': 14.0}",MnV(P2O7)2,MnV(P2O7)2,Li3MnV(P2O7)2,mp-aaabsbax,mp-aaabwkux,4.033616751666665,169.41903570925112,470.9736895784279,683.3714604880482,1899.7273638778029,0.0,0.130434782608695,0.130434782608695,3.0,0.657051365000029,0.071997385774961,0.009545055541681,0.0,100.0,84.70951785462556,97.92143256100604,100.0,100.0,75.0,LiMnV(P2O7)2,,BELOW_REFERENCE_MEDIAN,-0.2297675445294373,mp-759232_Li,True,1,,FORMULA_FAMILY_MATCH,95.27619008312632,EXACT_ELECTRODE_MATCH,95.27619008312632,-1.4210854715202004e-14,1.0,insertion,Li0-3MnV(P2O7)2,"{'Mn': 1.0, 'V': 1.0, 'P': 4.0, 'O': 14.0}",MnV(P2O7)2,MnV(P2O7)2,Li3MnV(P2O7)2,mp-aaabsbax,mp-aaabwkux,4.033616751666665,169.41903570925112,470.9736895784279,683.3714604880482,1899.7273638778029,0.0,0.130434782608695,3.0,0.657051365000029,0.071997385774961,0.009545055541681,0.0,65.73033707865167,95.27619008312632,EXACT_STRUCTURE,100.0,90.07559096976244,WITHIN_REFERENCE_RANGE,,TIER_2_EXACT_REFERENCE_RANGE,ADVANCE_TO_DETAILED_REVIEW,9,
18,mp-1177781,Li2VFe(P2O7)2,57,,PROMISING,1,FORMULA_FAMILY_MATCH,HIGH_PRIORITY,94.05896013981086,94.05896013981086,1.0,insertion,Li0-3VFe(P2O7)2,mp-aaabrrru;mp-aaabqvdy;mp-aaabrfzw;mp-aaacsiep;mp-aaabrgdb;mp-aaacshgs;mp-aaabrpcv;mp-aaabrfxp;mp-aaacoylv;mp-aaacshjj;mp-aaacpahh;mp-aaacozwy,"{'V': 1.0, 'Fe': 1.0, 'P': 4.0, 'O': 14.0}",VFe(P2O7)2,VFe(P2O7)2,Li3VFe(P2O7)2,mp-aaabrrru,mp-aaacozwy,3.761030858333332,169.09588810400138,476.4939383316091,635.9748531764294,1792.1084058739618,0.0,0.130434782608695,0.130434782608695,3.0,0.94992400000001,0.054003401912552,0.010630669541582,0.000288295833343,100.0,84.54794405200069,91.99685664705368,100.0,100.0,75.0,Li2VFe(P2O7)2,,BELOW_REFERENCE_MEDIAN,-1.4469974878448966,mp-1177781_Li,True,1,,FORMULA_FAMILY_MATCH,94.05896013981086,EXACT_ELECTRODE_MATCH,94.05896013981086,0.0,1.0,insertion,Li0-3VFe(P2O7)2,"{'V': 1.0, 'Fe': 1.0, 'P': 4.0, 'O': 14.0}",VFe(P2O7)2,VFe(P2O7)2,Li3VFe(P2O7)2,mp-aaabrrru,mp-aaacozwy,3.761030858333332,169.09588810400138,476.4939383316091,635.9748531764294,1792.1084058739618,0.0,0.130434782608695,3.0,0.94992400000001,0.054003401912552,0.010630669541582,0.000288295833343,69.6629213483146,94.05896013981086,EXACT_STRUCTURE,100.0,90.07090836053999,WITHIN_REFERENCE_RANGE,,TIER_2_EXACT_REFERENCE_RANGE,ADVANCE_TO_DETAILED_REVIEW,10,
